respondent_id,xyz_vaccine,seasonal_vaccine
31067,0.33254644,0.02187317
31068,0.62686336,0.24072456
31069,0.95882076,0.9801247
31070,0.11608193,0.47581953
31071,0.3303841,0.73032546
31072,0.053450413,0.18253058
31073,0.14303254,0.914146
31074,0.11600324,0.7971262
31075,0.039580815,0.92652833
31076,0.9105352,0.961404
31077,0.23271772,0.27962545
31078,0.0030089,0.011174885
31079,0.9530331,0.94665927
31080,0.9114196,0.8954531
31081,0.026064584,0.7727833
31082,0.46396998,0.7329173
31083,0.037874855,0.8282781
31084,0.039006114,0.16931918
31085,0.065614045,0.14557067
31086,0.0129916845,0.08751097
31087,0.01146557,0.87149066
31088,0.30804685,0.9215333
31089,0.04260444,0.15823606
31090,0.39213586,0.37940806
31091,0.20165873,0.81617975
31092,0.17871267,0.1204142
31093,0.11353317,0.28108513
31094,0.15563525,0.82105017
31095,0.040098697,0.18312141
31096,0.008211573,0.06004779
31097,0.9815227,0.8578198
31098,0.0036511612,0.030232562
31099,0.014179937,0.58076704
31100,0.051878516,0.92573255
31101,0.26668683,0.7398666
31102,0.15253179,0.8711239
31103,0.2675129,0.8071474
31104,0.037135072,0.8655708
31105,0.009947514,0.82187
31106,0.023204586,0.74764204
31107,0.2427873,0.67092067
31108,0.023318216,0.09927263
31109,0.23578793,0.03856622
31110,0.026350435,0.06561318
31111,0.034712672,0.6963967
31112,0.0050312397,0.10369962
31113,0.07158744,0.2466207
31114,0.02090395,0.86102337
31115,0.018615028,0.0731401
31116,0.015549748,0.27576715
31117,0.3948543,0.9118302
31118,0.10262773,0.7465159
31119,0.24268435,0.2568938
31120,0.20362741,0.2571343
31121,0.9327361,0.92152935
31122,0.9095504,0.9911795
31123,0.04138612,0.09566091
31124,0.024355078,0.020462034
31125,0.09135194,0.37565196
31126,0.01277182,0.14073347
31127,0.085073225,0.039867613
31128,0.007066836,0.5233824
31129,0.004009522,0.046894316
31130,0.05386268,0.014903521
31131,0.8966154,0.9011509
31132,0.11434218,0.9605832
31133,0.04308148,0.21905297
31134,0.21471979,0.7503618
31135,0.026783554,0.8664799
31136,0.35509124,0.82498527
31137,0.053342104,0.032319337
31138,0.96910614,0.8162842
31139,0.71579576,0.4915118
31140,0.043220155,0.048405025
31141,0.19824567,0.9320871
31142,0.97815806,0.99349517
31143,0.08924579,0.48757756
31144,0.02296684,0.8822148
31145,0.68249387,0.78837
31146,0.0700398,0.028891006
31147,0.12302211,0.30081114
31148,0.15590537,0.61574763
31149,0.013946213,0.36655363
31150,0.027562864,0.7197816
31151,0.01822583,0.0050933287
31152,0.03685666,0.38576287
31153,0.039946813,0.13620923
31154,0.7774574,0.14114211
31155,0.864777,0.97757727
31156,0.052662637,0.2327764
31157,0.5506455,0.95244104
31158,0.9739484,0.98733526
31159,0.0031544636,0.0044313725
31160,0.04291184,0.36009452
31161,0.052547414,0.30425572
31162,0.12046562,0.7904102
31163,0.27057993,0.07842113
31164,0.37764522,0.54568136
31165,0.07030398,0.6185
31166,0.047247093,0.30339432
31167,0.03903643,0.2471375
31168,0.28133824,0.62835336
31169,0.00898861,0.22958505
31170,0.07392248,0.13199303
31171,0.028934782,0.10728742
31172,0.9325489,0.9416386
31173,0.67005676,0.7852061
31174,0.6376207,0.051321115
31175,0.048652906,0.15288624
31176,0.83852947,0.59730697
31177,0.0126807075,0.7038389
31178,0.37345994,0.90303403
31179,0.0844058,0.8579616
31180,0.0038343354,0.256192
31181,0.3704307,0.88679105
31182,0.028366888,0.5920404
31183,0.36965644,0.43342176
31184,0.0004606498,0.010487716
31185,0.08663129,0.13145553
31186,0.3568657,0.16008183
31187,0.00086307473,0.010857672
31188,0.024037663,0.07704207
31189,0.11671677,0.24302155
31190,0.1065684,0.30512127
31191,0.19085802,0.5407241
31192,0.03142294,0.18692282
31193,0.029205056,0.31601402
31194,0.12454176,0.24390078
31195,0.6159808,0.11849346
31196,0.38955742,0.94881725
31197,0.003400254,0.38047364
31198,0.0067311074,0.08629907
31199,0.014133771,0.25064138
31200,0.07113662,0.45804936
31201,0.01601391,0.04093226
31202,0.13275379,0.900674
31203,0.00093380164,0.040430978
31204,0.029492617,0.061857495
31205,0.02916447,0.9872113
31206,0.035388384,0.095779076
31207,0.052587062,0.07760624
31208,0.7575018,0.8398253
31209,0.15053679,0.8098413
31210,0.2409114,0.7171728
31211,0.006066334,0.10354954
31212,0.011717772,0.15327439
31213,0.087831825,0.13573986
31214,0.07313123,0.19428195
31215,0.0087250825,0.44464022
31216,0.09003037,0.06985862
31217,0.03820751,0.7455429
31218,0.31028402,0.78605
31219,0.3943678,0.7946486
31220,0.047249306,0.29713643
31221,0.2004384,0.4533996
31222,0.062138103,0.49533358
31223,0.101443596,0.34849378
31224,0.016813725,0.9063667
31225,0.022812344,0.027677787
31226,0.24368179,0.8938735
31227,0.05906315,0.14728142
31228,0.6539752,0.19039866
31229,0.43186927,0.8905105
31230,0.038149394,0.2196294
31231,0.022323687,0.03880462
31232,0.0040796585,0.4572193
31233,0.7586666,0.83838135
31234,0.8987802,0.98202825
31235,0.2640856,0.8733781
31236,0.5725431,0.9205252
31237,0.023756893,0.49528345
31238,0.4343242,0.940692
31239,0.9790917,0.9928919
31240,0.71478194,0.7300233
31241,0.049466014,0.12624626
31242,0.028902864,0.07396026
31243,0.02261111,0.75093126
31244,0.51203185,0.8538988
31245,0.4244279,0.5333688
31246,0.011936846,0.27570403
31247,0.043535385,0.7971423
31248,0.53902566,0.8072482
31249,0.012514897,0.041334134
31250,0.15541461,0.62347186
31251,0.97230726,0.9861059
31252,0.14039949,0.14922446
31253,0.34050688,0.9693262
31254,0.23783204,0.28680652
31255,0.34331065,0.5320978
31256,0.05825237,0.11295135
31257,0.047325287,0.3155897
31258,0.12148453,0.16549703
31259,0.106146604,0.9154275
31260,0.01933088,0.041967854
31261,0.012515714,0.19908598
31262,0.87795866,0.94531906
31263,0.066465944,0.13162406
31264,0.010735958,0.10945414
31265,0.6192103,0.39930472
31266,0.043981455,0.039791863
31267,0.15629786,0.84687555
31268,0.6745651,0.9526259
31269,0.35753506,0.420026
31270,0.18463728,0.8832676
31271,0.17016913,0.15761931
31272,0.7182234,0.92321414
31273,0.47778562,0.17124866
31274,0.23383892,0.6695984
31275,0.02026025,0.010320464
31276,0.036836732,0.96790576
31277,0.049129844,0.09840646
31278,0.019708984,0.565701
31279,0.008150577,0.09582776
31280,0.14002544,0.973945
31281,0.011724246,0.037352014
31282,0.3152388,0.59807414
31283,0.011258704,0.2365912
31284,0.021314824,0.10265988
31285,0.00980476,0.9490541
31286,0.68357277,0.7540776
31287,0.012348975,0.5409427
31288,0.06585856,0.20087263
31289,0.07292846,0.8479099
31290,0.022096043,0.038700357
31291,0.08075649,0.009019905
31292,0.03287275,0.9190132
31293,0.07170249,0.69539267
31294,0.8629226,0.9567401
31295,0.013085309,0.120167315
31296,0.18357666,0.26477492
31297,0.06904634,0.9730771
31298,0.24452306,0.9700401
31299,0.1788705,0.2884561
31300,0.1645368,0.8688541
31301,0.73139584,0.33746904
31302,0.019468814,0.5123259
31303,0.038988005,0.10877709
31304,0.0054758484,0.3956842
31305,0.42812768,0.8603381
31306,0.08011837,0.92428505
31307,0.006322984,0.006383223
31308,0.13355471,0.08887497
31309,0.018888628,0.9306727
31310,0.3449581,0.7282012
31311,0.34757757,0.21281478
31312,0.37488154,0.7521832
31313,0.115712896,0.35947445
31314,0.06257602,0.4513398
31315,0.18309559,0.20403953
31316,0.09749468,0.06207079
31317,0.13421951,0.10930401
31318,0.2538922,0.6959812
31319,0.066041395,0.4966142
31320,0.04711995,0.9263901
31321,0.16715336,0.14487725
31322,0.8334144,0.9359833
31323,0.71336406,0.8290849
31324,0.051638808,0.29958117
31325,0.039980266,0.4117206
31326,0.9689003,0.8525243
31327,0.045146156,0.3177926
31328,0.9882818,0.99172443
31329,0.039528713,0.84735024
31330,0.007005032,0.003799746
31331,0.18023203,0.273608
31332,0.41072077,0.89604217
31333,0.032872632,0.70896715
31334,0.4497358,0.21275124
31335,0.058014598,0.016366774
31336,0.06872659,0.35127324
31337,0.066827044,0.19585118
31338,0.043888286,0.11136369
31339,0.07930379,0.8511892
31340,0.004139376,0.070064604
31341,0.39511186,0.7681937
31342,0.14223634,0.19823681
31343,0.0027363044,0.3244942
31344,0.85771203,0.59231853
31345,0.72346014,0.92449826
31346,0.033559646,0.5926614
31347,0.28973636,0.6667418
31348,0.6254333,0.19417578
31349,0.04726266,0.07854313
31350,0.4052929,0.98490256
31351,0.054289754,0.8277879
31352,0.026429493,0.07413726
31353,0.08402742,0.29849526
31354,0.03278457,0.90799665
31355,0.10946611,0.80006033
31356,0.18946922,0.3147196
31357,0.21757317,0.6087833
31358,0.02385318,0.13395654
31359,0.053248502,0.16700916
31360,0.020473555,0.11862401
31361,0.22662172,0.57641673
31362,0.0072877146,0.4142922
31363,0.68035984,0.9388334
31364,0.31116483,0.45701095
31365,0.6861991,0.6574299
31366,0.05233626,0.13284798
31367,0.045462828,0.09334994
31368,0.010606911,0.1411351
31369,0.6075072,0.9438322
31370,0.015490392,0.12480667
31371,0.019957406,0.016969236
31372,0.97226477,0.8890826
31373,0.022380598,0.62220144
31374,0.08049421,0.22872023
31375,0.15220773,0.8612071
31376,0.03728541,0.8013813
31377,0.94419545,0.9796674
31378,0.07329724,0.20633246
31379,0.8558152,0.9563307
31380,0.64724624,0.5329751
31381,0.01773076,0.037439246
31382,0.18888916,0.462542
31383,0.9783734,0.98868203
31384,0.95513785,0.9703772
31385,0.23979537,0.8818605
31386,0.07045349,0.49674276
31387,0.39062217,0.5974417
31388,0.8547803,0.075017676
31389,0.015084292,0.8926918
31390,0.017988598,0.5141529
31391,0.837429,0.9818294
31392,0.19365636,0.91051054
31393,0.12006776,0.01711794
31394,0.6269517,0.70338285
31395,0.0012637627,0.029748365
31396,0.9162977,0.835437
31397,0.016815223,0.040647186
31398,0.12595709,0.19697115
31399,0.97619593,0.97853243
31400,0.99166167,0.9913072
31401,0.031039562,0.7666558
31402,0.6203073,0.908382
31403,0.027603298,0.023381433
31404,0.0033560488,0.023634914
31405,0.0054138307,0.14199817
31406,0.10942826,0.58259016
31407,0.78321797,0.76773465
31408,0.09673324,0.22303468
31409,0.027240936,0.050187908
31410,0.05753205,0.3696923
31411,0.17274265,0.11171981
31412,0.24470006,0.7002545
31413,0.14591242,0.1705184
31414,0.054991543,0.06468886
31415,0.029679896,0.38018835
31416,0.11219461,0.4502362
31417,0.69445574,0.95416063
31418,0.02143156,0.09046162
31419,0.8542986,0.9234638
31420,0.002720332,0.0022548737
31421,0.062943324,0.19630581
31422,0.037979294,0.13334098
31423,0.9101958,0.9610759
31424,0.050936118,0.7123033
31425,0.17482495,0.16956356
31426,0.2627216,0.64905965
31427,0.020993408,0.6451297
31428,0.018574782,0.58803135
31429,0.06556821,0.8183352
31430,0.21935365,0.7734657
31431,0.011594716,0.027794778
31432,0.0062895925,0.01569343
31433,0.9168121,0.9782376
31434,0.7268878,0.44298768
31435,0.0042045275,0.1863412
31436,0.052335847,0.47992867
31437,0.3103052,0.923895
31438,0.40032727,0.29504943
31439,0.91505617,0.95576555
31440,0.11223016,0.6699694
31441,0.05575889,0.6713731
31442,0.94716674,0.8294072
31443,0.0015193499,0.009394348
31444,0.01726621,0.10270312
31445,0.34016564,0.25349644
31446,0.77681196,0.94530743
31447,0.29185855,0.63261175
31448,0.9764776,0.98978394
31449,0.036876664,0.13600673
31450,0.14144288,0.93997514
31451,0.6184882,0.7888404
31452,0.16914877,0.21189514
31453,0.0706587,0.26885733
31454,0.9382143,0.9794724
31455,0.042847287,0.9759364
31456,0.1570332,0.3356867
31457,0.042562827,0.10791483
31458,0.30887288,0.7620359
31459,0.06401139,0.13417542
31460,0.025816457,0.09159785
31461,0.008093631,0.60725355
31462,0.06342057,0.92967737
31463,0.038761195,0.8837917
31464,0.031014083,0.2815917
31465,0.8680898,0.9616889
31466,0.008122092,0.06776486
31467,0.86908937,0.9778876
31468,0.29677647,0.4693346
31469,0.63258934,0.15988669
31470,0.036136273,0.91946346
31471,0.04366022,0.32783133
31472,0.6813037,0.9025357
31473,0.5301074,0.8185205
31474,0.5733082,0.8177192
31475,0.7250437,0.9269648
31476,0.02907007,0.17085089
31477,0.013123686,0.5328092
31478,0.053928353,0.16944468
31479,0.7894395,0.9798639
31480,0.018037945,0.07398201
31481,0.26094955,0.6151354
31482,0.2419336,0.9426934
31483,0.034502495,0.14701405
31484,0.0008286921,0.0048732273
31485,0.00068951,0.008532959
31486,0.14461845,0.46506447
31487,0.91430193,0.8765595
31488,0.03103328,0.14791204
31489,0.7988502,0.91529226
31490,0.8983124,0.8670783
31491,0.4624116,0.8719445
31492,0.7149374,0.40128994
31493,0.007925582,0.042488564
31494,0.16913486,0.14700797
31495,0.017093351,0.5970441
31496,0.1332908,0.7968668
31497,0.0846142,0.09898063
31498,0.13091621,0.3248766
31499,0.034774907,0.46487346
31500,0.8743587,0.9985753
31501,0.034312997,0.65174073
31502,0.012367174,0.2868504
31503,0.11137296,0.06556514
31504,0.59713566,0.8097211
31505,0.89923275,0.922549
31506,0.34003195,0.33847305
31507,0.04638467,0.7967671
31508,0.57206464,0.4096829
31509,0.057113178,0.95061857
31510,0.05458242,0.72049963
31511,0.04991353,0.19650932
31512,0.2106263,0.29524633
31513,0.38061187,0.24982435
31514,0.78399175,0.8863924
31515,0.04091178,0.098809265
31516,0.0062374924,0.026246883
31517,0.39518577,0.55547893
31518,0.04962207,0.76885545
31519,0.030367615,0.80643624
31520,0.028423974,0.78604895
31521,0.064531475,0.9657499
31522,0.9493669,0.9628351
31523,0.13174142,0.58587533
31524,0.0332036,0.04752378
31525,0.85447323,0.8340014
31526,0.55974793,0.9630519
31527,0.014368823,0.59329367
31528,0.04507093,0.37989634
31529,0.14113404,0.33442834
31530,0.041880496,0.16539018
31531,0.25739455,0.23663168
31532,0.009450139,0.15807465
31533,0.9882051,0.9662257
31534,0.06338944,0.055065326
31535,0.29749942,0.6449847
31536,0.035614803,0.93174684
31537,0.018453522,0.15394266
31538,0.008060809,0.1287285
31539,0.8907222,0.8540141
31540,0.04424094,0.58961296
31541,0.011772427,0.40216506
31542,0.17359553,0.18857074
31543,0.15762612,0.37015945
31544,0.57598484,0.8517856
31545,0.019412693,0.63900775
31546,0.014654177,0.13278465
31547,0.87904906,0.9349944
31548,0.21056212,0.072838984
31549,0.08598886,0.7284896
31550,0.06877385,0.059101295
31551,0.6592052,0.81161904
31552,0.05002515,0.97664523
31553,0.2197962,0.3164211
31554,0.06975765,0.033832796
31555,0.5509235,0.8049629
31556,0.34814203,0.4829012
31557,0.010236401,0.01601663
31558,0.1477213,0.30458796
31559,0.19748507,0.6469886
31560,0.97152865,0.92107046
31561,0.007316729,0.026010908
31562,0.0029302044,0.0008525273
31563,0.01783871,0.035776667
31564,0.34179625,0.6219259
31565,0.18259847,0.9603756
31566,0.26674783,0.3408294
31567,0.18352994,0.038743913
31568,0.065643914,0.94320554
31569,0.0019604687,0.03110267
31570,0.81842005,0.89215237
31571,0.21614067,0.5198909
31572,0.0128551945,0.07273353
31573,0.36096337,0.28606057
31574,0.45208207,0.7994434
31575,0.08727988,0.34205258
31576,0.27094606,0.846618
31577,0.06891913,0.4792471
31578,0.2615694,0.8104234
31579,0.03446253,0.15539977
31580,0.46699122,0.55870545
31581,0.7812981,0.97330487
31582,0.12837107,0.26295033
31583,0.045520376,0.87949145
31584,0.18370646,0.17098394
31585,0.020146068,0.19212201
31586,0.03086071,0.039665293
31587,0.09799936,0.8372821
31588,0.24612941,0.5996172
31589,0.062016148,0.091005154
31590,0.4468604,0.057442296
31591,0.05484535,0.23824076
31592,0.1261789,0.10096332
31593,0.10637973,0.5225851
31594,0.00440515,0.36571312
31595,0.09855132,0.051237594
31596,0.5401232,0.8110739
31597,0.040939786,0.5863189
31598,0.43633723,0.95165753
31599,0.668038,0.95846045
31600,0.034435935,0.7195778
31601,0.062329683,0.71160567
31602,0.005214634,0.055580556
31603,0.039652254,0.81533927
31604,0.0110836215,0.3943773
31605,0.058615346,0.24027511
31606,0.006628944,0.027929042
31607,0.21470457,0.369653
31608,0.14921992,0.33256385
31609,0.049613863,0.33359846
31610,0.002464724,0.050511234
31611,0.057513323,0.68743
31612,0.13947602,0.45634362
31613,0.053610247,0.01398446
31614,0.048587907,0.09711828
31615,0.25501844,0.29139242
31616,0.0873508,0.1624299
31617,0.16713,0.7506389
31618,0.2823967,0.15120725
31619,0.076587096,0.2068518
31620,0.00782585,0.052567847
31621,0.020585382,0.02056357
31622,0.84373134,0.8985345
31623,0.07353132,0.19846554
31624,0.0036053343,0.05747189
31625,0.017822485,0.88745284
31626,0.36340314,0.66445094
31627,0.044460937,0.0921971
31628,0.052500784,0.7496142
31629,0.6512518,0.2003951
31630,0.15981422,0.9555698
31631,0.012827855,0.11836377
31632,0.41781563,0.55369246
31633,0.09222033,0.10097762
31634,0.030867219,0.5693631
31635,0.2245811,0.13593957
31636,0.8574691,0.3598654
31637,0.118083015,0.16172016
31638,0.34511828,0.9844014
31639,0.7519896,0.8107473
31640,0.0041582473,0.16294782
31641,0.9192961,0.9837419
31642,0.30789372,0.82603365
31643,0.41333354,0.35430536
31644,0.16503,0.74524444
31645,0.023064796,0.06280443
31646,0.0008969688,0.59289616
31647,0.51834553,0.92936474
31648,0.12742202,0.66100967
31649,0.12830265,0.8382533
31650,0.15084063,0.30296332
31651,0.6240245,0.872114
31652,0.97482634,0.853943
31653,0.09537084,0.51460505
31654,0.009048707,0.008775346
31655,0.01983653,0.21550487
31656,0.21145049,0.8514522
31657,0.12484031,0.28097785
31658,0.06349854,0.22280942
31659,0.034811527,0.81002426
31660,0.9419501,0.96593094
31661,0.56056213,0.96027744
31662,0.07523669,0.08441303
31663,0.5376812,0.18772246
31664,0.82101434,0.94409084
31665,0.03317122,0.940438
31666,0.19524236,0.6936625
31667,0.10800493,0.2648057
31668,0.005935589,0.05004529
31669,0.07384879,0.14242156
31670,0.3528622,0.9534118
31671,0.04515672,0.41905826
31672,0.024085727,0.07057628
31673,0.3176358,0.8275789
31674,0.08311691,0.7828917
31675,0.53928506,0.13056904
31676,0.0073016067,0.42943028
31677,0.10214922,0.15654685
31678,0.9223964,0.9675702
31679,0.5787214,0.87286484
31680,0.018413687,0.9217884
31681,0.0037903737,0.18548842
31682,0.038725846,0.81619394
31683,0.018964645,0.055561196
31684,0.0031611568,0.18795404
31685,0.53930634,0.6624362
31686,0.4159989,0.013028336
31687,0.048576653,0.4124617
31688,0.013616928,0.015507512
31689,0.236657,0.98807096
31690,0.053870156,0.38428405
31691,0.032466933,0.7079319
31692,0.020114357,0.23480792
31693,0.010695165,0.092333384
31694,0.054664318,0.83062357
31695,0.12540364,0.61586607
31696,0.042772774,0.12290773
31697,0.32167467,0.8454234
31698,0.032588053,0.032884616
31699,0.10518275,0.89926827
31700,0.041214406,0.33710715
31701,0.2156687,0.9859073
31702,0.0098704565,0.9649163
31703,0.009822651,0.018545993
31704,0.88490075,0.8554209
31705,0.6717434,0.6543612
31706,0.16322188,0.87793195
31707,0.45604226,0.87928724
31708,0.35615462,0.5003133
31709,0.9111755,0.74647814
31710,0.21693574,0.55985135
31711,0.30419245,0.5441763
31712,0.26182196,0.86344624
31713,0.006523683,0.038967963
31714,0.021730192,0.26467687
31715,0.60588366,0.9597464
31716,0.010875719,0.0707
31717,0.035379212,0.5008537
31718,0.07369347,0.12217258
31719,0.041647952,0.124398455
31720,0.08532612,0.90357393
31721,0.014858512,0.09503033
31722,0.097404145,0.90140295
31723,0.121457994,0.16639812
31724,0.3289772,0.2551663
31725,0.0055007352,0.023282852
31726,0.0035876026,0.0828151
31727,0.103854224,0.52255
31728,0.013208109,0.8435444
31729,0.2567243,0.16683939
31730,0.7656187,0.95990205
31731,0.005489345,0.15380935
31732,0.11457352,0.38752946
31733,0.35173842,0.5726926
31734,0.096222796,0.20545356
31735,0.108070225,0.6475052
31736,0.033699647,0.38838938
31737,0.39129475,0.27463874
31738,0.5226901,0.81900173
31739,0.0581393,0.9495952
31740,0.1889032,0.5877314
31741,0.07662882,0.17553698
31742,0.09533682,0.93094885
31743,0.047528442,0.32267797
31744,0.26979804,0.5406562
31745,0.05005211,0.4871953
31746,0.11586718,0.1949464
31747,0.026728796,0.18015552
31748,0.07663809,0.053147558
31749,0.024013264,0.9303982
31750,0.112466544,0.4982772
31751,0.009557521,0.024589796
31752,0.01757102,0.078534216
31753,0.025588656,0.9763613
31754,0.08266156,0.73627615
31755,0.019128907,0.06768759
31756,0.14180619,0.9728516
31757,0.3090627,0.725409
31758,0.927641,0.98056245
31759,0.07374894,0.08406117
31760,0.38894758,0.26716268
31761,0.055945877,0.2185335
31762,0.122895144,0.3608037
31763,0.8558108,0.4057097
31764,0.050822597,0.4514076
31765,0.34167868,0.80194217
31766,0.19686443,0.4190293
31767,0.12367164,0.9581062
31768,0.018545896,0.034857225
31769,0.007879253,0.0202937
31770,0.41248652,0.5922483
31771,0.33239162,0.43879595
31772,0.056456264,0.7921173
31773,0.00944532,0.21760626
31774,0.011465478,0.8172815
31775,0.18612319,0.93743867
31776,0.37919506,0.8465079
31777,0.009280351,0.292511
31778,0.023689097,0.13718809
31779,0.01769428,0.014229306
31780,0.016342787,0.51397765
31781,0.086976,0.028144248
31782,0.279311,0.5380155
31783,0.2925,0.31699717
31784,0.011498014,0.11494015
31785,0.11996926,0.29960465
31786,0.088500105,0.055539906
31787,0.09378093,0.44235292
31788,0.017239174,0.17786846
31789,0.01506328,0.45604923
31790,0.0140719,0.19061282
31791,0.004853763,0.053704314
31792,0.008980504,0.27151066
31793,0.013411897,0.30072504
31794,0.03541499,0.74859935
31795,0.0960031,0.07248637
31796,0.08208184,0.03086855
31797,0.23873518,0.5555776
31798,0.18222487,0.607898
31799,0.001706023,0.015257044
31800,0.38309216,0.4682331
31801,0.8999556,0.9160205
31802,0.71549004,0.978823
31803,0.074081495,0.9364544
31804,0.0023367095,0.043142598
31805,0.084754676,0.18686138
31806,0.0048069325,0.015545669
31807,0.7995777,0.79448354
31808,0.003704276,0.91210157
31809,0.1933095,0.17362374
31810,0.013593673,0.09530201
31811,0.9400651,0.0618676
31812,0.30848622,0.97336495
31813,0.05858214,0.6870107
31814,0.27876556,0.10614452
31815,0.13075235,0.5790977
31816,0.1264122,0.78655857
31817,0.038926277,0.06515186
31818,0.8834495,0.91920763
31819,0.022464696,0.115843475
31820,0.33349538,0.18502271
31821,0.06443978,0.16212398
31822,0.73719746,0.80619776
31823,0.5662969,0.48325866
31824,0.39292583,0.9564943
31825,0.16312817,0.47835198
31826,0.10561136,0.5706419
31827,0.76509315,0.22752343
31828,0.23330837,0.71334404
31829,0.02375681,0.025249695
31830,0.46332508,0.5065114
31831,0.028602565,0.97817093
31832,0.16674508,0.8208431
31833,0.042786997,0.8188018
31834,0.19684789,0.68711925
31835,0.014840019,0.0125142895
31836,0.0014141303,0.0033327278
31837,0.9501504,0.96092874
31838,0.5769371,0.75904524
31839,0.055405248,0.08835664
31840,0.055091385,0.25962502
31841,0.018999599,0.2865461
31842,0.09212702,0.17391565
31843,0.66319,0.9006812
31844,0.070006855,0.8112023
31845,0.5648504,0.6709498
31846,0.03955496,0.81209385
31847,0.021652894,0.87878776
31848,0.015618506,0.059383325
31849,0.031255364,0.10108752
31850,0.022316253,0.25942975
31851,0.04399612,0.22363968
31852,0.1413933,0.269833
31853,0.76694787,0.8630209
31854,0.6484685,0.9311173
31855,0.88971955,0.97611153
31856,0.02646723,0.0756445
31857,0.08422087,0.8480063
31858,0.098268285,0.5056801
31859,0.10473154,0.81399375
31860,0.4795254,0.5047161
31861,0.059610322,0.15567227
31862,0.0059330626,0.03449013
31863,0.28196514,0.7227307
31864,0.046428792,0.55687106
31865,0.017938687,0.77477324
31866,0.21480994,0.1723536
31867,0.033306513,0.39839166
31868,5.9907004e-05,0.0047841137
31869,0.004621402,0.14289246
31870,0.0072644386,0.09074452
31871,0.8418747,0.95760375
31872,0.01005957,0.08107616
31873,0.0942915,0.17602628
31874,0.048343208,0.13363144
31875,0.34910065,0.34400052
31876,0.055066977,0.0896898
31877,0.039361104,0.03037416
31878,0.047119994,0.86407024
31879,0.023067607,0.38344607
31880,0.00570765,0.059815034
31881,0.593024,0.43914646
31882,0.023709893,0.12197178
31883,0.010236309,0.019881314
31884,0.011964632,0.011255132
31885,0.81061023,0.9384281
31886,0.26443765,0.3721395
31887,0.1546535,0.08715045
31888,0.011181304,0.22968045
31889,0.035178106,0.8224281
31890,0.35346594,0.12681425
31891,0.004782811,0.06763638
31892,0.8032356,0.88519007
31893,0.04277255,0.65733594
31894,0.30332488,0.86268914
31895,0.080188274,0.121278994
31896,0.09492481,0.8185848
31897,0.07167228,0.7606129
31898,0.038278013,0.09909114
31899,0.91533023,0.85209215
31900,0.47757593,0.2381206
31901,0.1965382,0.52378136
31902,0.07699226,0.2298004
31903,0.35699728,0.3439059
31904,0.034282256,0.10643702
31905,0.0024862483,0.047788624
31906,0.012287,0.16744426
31907,0.031078804,0.6643719
31908,0.014464327,0.027009375
31909,0.07975034,0.277599
31910,0.0054594586,0.6885314
31911,0.058656126,0.9846069
31912,0.20769331,0.080534644
31913,0.026006706,0.28231984
31914,0.095637545,0.8836124
31915,0.0683346,0.8454163
31916,0.028708762,0.87707937
31917,0.37094122,0.03466849
31918,0.12161094,0.9333805
31919,0.6209393,0.42673066
31920,0.0072350684,0.96927285
31921,0.030774212,0.4165288
31922,0.020785367,0.14872573
31923,0.028315911,0.07639848
31924,0.121967636,0.15309283
31925,0.02675508,0.90323234
31926,0.0122869015,0.026066022
31927,0.4503618,0.51634455
31928,0.14962383,0.9783891
31929,0.013716538,0.1264591
31930,0.33788028,0.2797351
31931,0.046685796,0.8699199
31932,0.05313871,0.068699844
31933,0.045722388,0.16990258
31934,0.072034955,0.22010009
31935,0.8394521,0.9882684
31936,0.050928686,0.12551616
31937,0.07729512,0.43031928
31938,0.23226373,0.476521
31939,0.0009542497,0.03752991
31940,0.048710443,0.07605291
31941,0.01225437,0.4802046
31942,0.0047836644,0.022057645
31943,0.04735078,0.083864614
31944,0.27694684,0.7795599
31945,0.3473092,0.66234934
31946,0.30023807,0.022004453
31947,0.023932757,0.062362533
31948,0.076774806,0.9697146
31949,0.025899077,0.14392625
31950,0.019499363,0.11331316
31951,0.59817487,0.4780337
31952,0.058338586,0.23296641
31953,0.008776901,0.2736483
31954,0.7706682,0.8920881
31955,0.06513658,0.22105154
31956,0.07960322,0.061157197
31957,0.4314051,0.84083223
31958,0.010887646,0.0058703674
31959,0.0235475,0.049311273
31960,0.031897742,0.2793709
31961,0.022148022,0.05536964
31962,0.589596,0.46006677
31963,0.42823228,0.853521
31964,0.041671596,0.15990473
31965,0.054566536,0.96310955
31966,0.18479627,0.15892039
31967,0.008717852,0.10217738
31968,0.24878842,0.10940493
31969,0.04960072,0.36594862
31970,0.47911823,0.4809327
31971,0.046650976,0.63624233
31972,0.060079187,0.21155876
31973,0.045765307,0.1813342
31974,0.025547817,0.052318487
31975,0.0044386806,0.018306002
31976,0.038758174,0.0239847
31977,0.007538549,0.044246323
31978,0.46575826,0.40086928
31979,0.006563798,0.12669186
31980,0.0132355075,0.5652974
31981,0.09382239,0.10540203
31982,0.02803992,0.07833809
31983,0.23597327,0.027287733
31984,0.01600573,0.05466969
31985,0.036429223,0.15593676
31986,0.6798499,0.9529766
31987,0.036288098,0.61660284
31988,0.7625767,0.87418634
31989,0.16972946,0.9454598
31990,0.009114994,0.9790757
31991,0.45356202,0.7616524
31992,0.07447128,0.10916313
31993,0.70514864,0.4895086
31994,0.117560506,0.15244855
31995,0.3063765,0.31610695
31996,0.02358798,0.015336224
